path,Expression
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_32.jpg,HAPPINESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_57.jpg,DISGUST
../IMFDB_final/AmrishPuri/Nayak/images/AmreshPuri_48.jpg,NEUTRAL
../IMFDB_final/M.S.Narayana/JayamManadera/images/M.S.Narayana_68.jpg,DISGUST
../IMFDB_final/ANR/Pandaga/images/ANR_92.jpg,FEAR
../IMFDB_final/Innocent/Dhwani/images/Innocent_80.jpg,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_184.jpg,SADNESS
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_75.jpg,HAPPINESS
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_65.jpg,NEUTRAL
../IMFDB_final/NTR/Gundammakatha/images/NTR_166.jpg,DISGUST
../IMFDB_final/Rameshbhatt/Extra2/images/RameshBhatt_76.jpg,HAPPINESS
../IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_8.jpg,NEUTRAL
../IMFDB_final/KavyaMadhavan/Runway/images/KavyaMadhavan_6.jpg,SADNESS
../IMFDB_final/RishiKapoor/Bobby/images/RishiKapoor_49.jpg,HAPPINESS
../IMFDB_final/Jamuna/Missamma/images/Jamuna_184.jpg,HAPPINESS
../IMFDB_final/Prema/Yajamana/images/Prema_113.jpg,NEUTRAL
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_134.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_75.jpg,DISGUST
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_185.jpg,ANGER
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_101.jpg,NEUTRAL
../IMFDB_final/Rameshbhatt/Yajamana/images/Rameshbhatt_95.jpg,HAPPINESS
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_65.jpg,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_90.jpg,HAPPINESS
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_1.jpg,NEUTRAL
../IMFDB_final/Jamuna/Missamma/images/Jamuna_84.jpg,HAPPINESS
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_179.jpg,DISGUST
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_105.jpg,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_41.jpg,HAPPINESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_409.jpg,DISGUST
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_47.jpg,NEUTRAL
../IMFDB_final/Rameshbhatt/Yajamana/images/Rameshbhatt_10.jpg,NEUTRAL
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_134.jpg,NEUTRAL
../IMFDB_final/ANR/Gundammakatha/images/ANR_174.jpg,SURPRISE
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_46.jpg,DISGUST
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_98.jpg,NEUTRAL
../IMFDB_final/Avinash/Yajamana/images/Avinash_15.jpg,HAPPINESS
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_190.jpg,ANGER
../IMFDB_final/Vishnuvardhan/Yajamana/images/Vishnuvardhan_156.jpg,NEUTRAL
../IMFDB_final/Relangi/Missamma/images/Relangi_157.jpg,HAPPINESS
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_35.jpg,HAPPINESS
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_7.jpg,FEAR
../IMFDB_final/KajalAgarwal/Darling/images/KajalAgarwal_40.jpg,SADNESS
../IMFDB_final/RishiKapoor/Bobby/images/RishiKapoor_39.jpg,NEUTRAL
../IMFDB_final/Jamuna/Missamma/images/Jamuna_119.jpg,HAPPINESS
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_194.jpg,NEUTRAL
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_297.jpg,NEUTRAL
../IMFDB_final/RishiKapoor/YehVadhaRaha/images/RishiKapoor_74.jpg,HAPPINESS
../IMFDB_final/SVR/Gundammakatha/images/SVR_149.jpg,SADNESS
../IMFDB_final/M.S.Narayana/JayamManadera/images/M.S.Narayana_73.jpg,HAPPINESS
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_189.jpg,SADNESS
../IMFDB_final/ANR/Gundammakatha/images/ANR_113.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/JayamManadera/images/JayaPrakashReddy_144.jpg,HAPPINESS
../IMFDB_final/SVR/Gundammakatha/images/SVR_111.jpg,SADNESS
../IMFDB_final/Dr.Rajkumar/Bahaddurgandu/images/RajKumar_31.jpg,HAPPINESS
../IMFDB_final/Tenniskrishna/Extras/images/tenniskrishna_9.jpg,ANGER
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_92.jpg,DISGUST
../IMFDB_final/Jayram/Dhwani/images/Jayaram_181.jpg,HAPPINESS
../IMFDB_final/Rameshbhatt/Extra1/images/RameshBhatt_23.jpg,SADNESS
../IMFDB_final/SVR/Missamma/images/SVR_90.jpg,HAPPINESS
../IMFDB_final/Avinash/Yajamana/images/Avinash_106.jpg,HAPPINESS
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_6.jpg,HAPPINESS
../IMFDB_final/VinodKhanna/SatyamevJayathe/images/VinodKhanna_34.jpg,HAPPINESS
../IMFDB_final/Dileep/Runway/images/Dileep_36.jpg,HAPPINESS
../IMFDB_final/ShilpaShetty/PhirMilenge/images/ShilpaShetty_10.jpg,SADNESS
../IMFDB_final/M.S.Narayana/JayamManadera/images/M.S.Narayana_82.jpg,ANGER
../IMFDB_final/KatrinaKaif/meraBrotherKiDhulan/images/KatrinaKaif_16.jpg,DISGUST
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_91.jpg,DISGUST
../IMFDB_final/AkshayKumar/Barood/images/AkshayKumar_21.jpg,NEUTRAL
../IMFDB_final/AkshayKumar/GaramMasala/images/AkshayKumar_2.jpg,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_9.jpg,SADNESS
../IMFDB_final/AnupamKher/Saaransh/images/AnupamKher_5.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_120.jpg,NEUTRAL
../IMFDB_final/AnupamKher/Misc/images/AnupamKher_42.jpg,SADNESS
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_105.jpg,ANGER
../IMFDB_final/VinodKhanna/Dabang2/images/VinodKhanna_36.jpg,DISGUST
../IMFDB_final/Avinash/Yajamana/images/Avinash_74.jpg,HAPPINESS
../IMFDB_final/Jayram/Dhwani/images/Jayaram_16.jpg,FEAR
../IMFDB_final/KotaSrinivasarao/Nuvvu_Vasthavani/images/Kota_76.jpg,DISGUST
../IMFDB_final/Vajramuni/odahuttidavaru/images/Vajramuni_54.jpg,NEUTRAL
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_158.jpg,NEUTRAL
../IMFDB_final/AmrishPuri/Nayak/images/AmreshPuri_51.jpg,NEUTRAL
../IMFDB_final/NTR/Missamma/images/NTR_146.jpg,HAPPINESS
../IMFDB_final/Vishnuvardhan/Habba/images/Vishnuvardhan_56.jpg,NEUTRAL
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_132.jpg,HAPPINESS
../IMFDB_final/RakheeGulzar/Misc/images/RakheeGulzar_43.jpg,NEUTRAL
../IMFDB_final/JosePrakash/Kapalika/images/JosePrakash_15.jpg,HAPPINESS
../IMFDB_final/Madhavan/MydearMunnabhai/images/Madhavan_22.jpg,ANGER
../IMFDB_final/Prema/Yajamana/images/Prema_194.jpg,HAPPINESS
../IMFDB_final/RamanaReddy/Mayabaazar/images/RamanaReddy_54.jpg,HAPPINESS
../IMFDB_final/RameshArvind/Apthamithra/images/RameshArvind_148.jpg,SURPRISE
../IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_55.jpg,NEUTRAL
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_7.jpg,DISGUST
../IMFDB_final/Prema/Yajamana/images/Prema_36.jpg,HAPPINESS
../IMFDB_final/Vajramuni/odahuttidavaru/images/Vajramuni_19.jpg,HAPPINESS
../IMFDB_final/ShilpaShetty/Misc/images/ShilpaShetty_144.jpg,SADNESS
../IMFDB_final/Innocent/Dhwani/images/Innocent_76.jpg,HAPPINESS
../IMFDB_final/Relangi/Missamma/images/Relangi_16.jpg,HAPPINESS
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_189.jpg,NEUTRAL
../IMFDB_final/VinodKhanna/Dabang2/images/VinodKhanna_137.jpg,HAPPINESS
../IMFDB_final/AnilKapoor/Nayak/images/AnilKapoor_47.jpg,ANGER
../IMFDB_final/Ashwath/Bahaddurgandu/images/Aswanth_6.jpg,HAPPINESS
../IMFDB_final/KotaSrinivasarao/Nuvvu_Vasthavani/images/Kota_81.jpg,HAPPINESS
../IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_68.jpg,HAPPINESS
../IMFDB_final/AnupamKher/Dil/images/AnupamKher_16.jpg,SADNESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_205.jpg,HAPPINESS
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_82.jpg,HAPPINESS
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,SADNESS
../IMFDB_final/Loknath/Misc/images/Loknath_140.jpg,NEUTRAL
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_104.jpg,NEUTRAL
../IMFDB_final/Leelavathi/Misc/images/Leelavathi_64.jpg,SURPRISE
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_39.jpg,HAPPINESS
../IMFDB_final/Vishnuvardhan/Yajamana/images/Vishnuvardhan_29.jpg,SURPRISE
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_138.jpg,DISGUST
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_121.jpg,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_414.jpg,DISGUST
../IMFDB_final/ShilpaShetty/Misc/images/ShilpaShetty_128.jpg,NEUTRAL
../IMFDB_final/SVR/Missamma/images/SVR_28.jpg,NEUTRAL
../IMFDB_final/Brahmanandam/JayamManadera/images/Brahmanandam_12.jpg,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_52.jpg,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_177.jpg,ANGER
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_353.jpg,DISGUST
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_9.jpg,DISGUST
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_167.jpg,NEUTRAL
../IMFDB_final/Loknath/Misc/images/Loknath_31.jpg,NEUTRAL
../IMFDB_final/Mammukoya/Misc/images/Mammukoya_17.jpg,DISGUST
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_158.jpg,NEUTRAL
../IMFDB_final/ShilpaShetty/Misc/images/ShilpaShetty_154.jpg,HAPPINESS
../IMFDB_final/RakheeGulzar/Misc/images/RakheeGulzar_161.jpg,NEUTRAL
../IMFDB_final/Dr.Rajkumar/Bahaddurgandu/images/RajKumar_208.jpg,SURPRISE
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_14.jpg,HAPPINESS
../IMFDB_final/Bharathi/Narasimham/images/Bharathi_49.jpg,SADNESS
../IMFDB_final/RameshArvind/Apthamithra/images/RameshArvind_60.jpg,ANGER
../IMFDB_final/AmrishPuri/Nayak/images/AmreshPuri_49.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,NEUTRAL
../IMFDB_final/Relangi/Missamma/images/Relangi_1.jpg,DISGUST
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_58.jpg,HAPPINESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_136.jpg,HAPPINESS
../IMFDB_final/Rameshbhatt/Ekadanta/images/RameshBhatt_42.jpg,SURPRISE
../IMFDB_final/NTR/Gundammakatha/images/NTR_47.jpg,SADNESS
../IMFDB_final/Relangi/Missamma/images/Relangi_65.jpg,SADNESS
../IMFDB_final/M.S.Narayana/NamoVenkatesha/images/MsNarayana_6.jpg,DISGUST
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_8.jpg,NEUTRAL
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_278.jpg,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_28.jpg,HAPPINESS
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_109.jpg,SURPRISE
../IMFDB_final/RishiKapoor/YehVadhaRaha/images/RishiKapoor_73.jpg,HAPPINESS
../IMFDB_final/Loknath/Misc/images/Loknath_52.jpg,SADNESS
../IMFDB_final/NTR/Missamma/images/NTR_139.jpg,SURPRISE
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_153.jpg,HAPPINESS
../IMFDB_final/JagapathiBabu/Misc/images/Jagapathibabu_73.jpg,SURPRISE
../IMFDB_final/PareshRaval/Misc/images/PareshRaval_27.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_117.jpg,SADNESS
../IMFDB_final/VinodKhanna/Dabang2/images/VinodKhanna_171.jpg,DISGUST
../IMFDB_final/PareshRaval/GaramMasala/images/PareshRaval_26.jpg,NEUTRAL
../IMFDB_final/Leelavathi/Misc/images/Leelavathi_114.jpg,SADNESS
../IMFDB_final/AnupamKher/Wednesday/images/AnupamKher_8.jpg,NEUTRAL
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_54.jpg,NEUTRAL
../IMFDB_final/NTR/Missamma/images/NTR_101.jpg,DISGUST
../IMFDB_final/Shivaram/Apthamithra/images/Shivaram_4.jpg,ANGER
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_201.jpg,HAPPINESS
../IMFDB_final/RamanaReddy/Mayabaazar/images/RamanaReddy_62.jpg,HAPPINESS
../IMFDB_final/MadhuriDixit/Devdas/images/MadhuriDixit_31.jpg,HAPPINESS
../IMFDB_final/Rameshbhatt/Extra2/images/RameshBhatt_22.jpg,ANGER
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_224.jpg,DISGUST
../IMFDB_final/Rameshbhatt/Ekadanta/images/RameshBhatt_40.jpg,NEUTRAL
../IMFDB_final/AnilKapoor/Misc/images/AnilKapoor_140.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,NEUTRAL
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_133.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/JayamManadera/images/JayaPrakashReddy_84.jpg,HAPPINESS
../IMFDB_final/AnilKapoor/NoEntry/images/AnilKapoor_19.jpg,ANGER
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_306.jpg,DISGUST
../IMFDB_final/Rameshbhatt/Ekadanta/images/RameshBhatt_58.jpg,HAPPINESS
../IMFDB_final/AkshayKumar/Barood/images/AkshayKumar_31.jpg,NEUTRAL
../IMFDB_final/Prema/Yajamana/images/Prema_52.jpg,NEUTRAL
../IMFDB_final/Cochinhaneefa/Romeo/images/Cochinhaneefa_10.jpg,ANGER
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_123.jpg,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_121.jpg,DISGUST
../IMFDB_final/SVR/Gundammakatha/images/SVR_154.jpg,NEUTRAL
../IMFDB_final/Loknath/Misc/images/Loknath_273.jpg,NEUTRAL
../IMFDB_final/AkshayKumar/Blue/images/AkshayKumar_18.jpg,NEUTRAL
../IMFDB_final/Avinash/Apthamithra/images/Avinash_14.jpg,ANGER
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_220.jpg,SADNESS
../IMFDB_final/RakheeGulzar/Misc/images/RakheeGulzar_61.jpg,HAPPINESS
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_196.jpg,SADNESS
../IMFDB_final/SVR/Missamma/images/SVR_16.jpg,NEUTRAL
../IMFDB_final/Prema/Apthamithra/images/Prema_41.jpg,NEUTRAL
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_74.jpg,HAPPINESS
../IMFDB_final/Avinash/Abbadam/images/Avinash_54.jpg,HAPPINESS
../IMFDB_final/Jayram/Dhwani/images/Jayaram_147.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_31.jpg,NEUTRAL
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_41.jpg,HAPPINESS
../IMFDB_final/KatrinaKaif/ekThaTiger/images/KatrinaKaif_82.jpg,DISGUST
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_8.jpg,HAPPINESS
../IMFDB_final/Vishnuvardhan/Yajamana/images/Vishnuvardhan_77.jpg,NEUTRAL
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_9.jpg,HAPPINESS
../IMFDB_final/KotaSrinivasarao/Nuvvu_Vasthavani/images/Kota_44.jpg,DISGUST
../IMFDB_final/RamanaReddy/Missamma/images/RamanaReddy_70.jpg,SADNESS
../IMFDB_final/TanikellaBharani/Nuvvostanante_Nenoddantana/images/TanikelaBharani_104.jpg,NEUTRAL
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_161.jpg,DISGUST
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_142.jpg,DISGUST
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_96.jpg,ANGER
../IMFDB_final/KajalAgarwal/Darling/images/KajalAgarwal_63.jpg,NEUTRAL
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_24.jpg,NEUTRAL
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_98.jpg,NEUTRAL
../IMFDB_final/PareshRaval/Misc/images/PareshRaval_13.jpg,SURPRISE
../IMFDB_final/KajalAgarwal/Misc/images/KajolAggarwal_77.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,ANGER
../IMFDB_final/Jamuna/Missamma/images/Jamuna_15.jpg,FEAR
../IMFDB_final/M.S.Narayana/SeemaSastry/images/MSNarayana_40.jpg,SURPRISE
../IMFDB_final/SureshGopi/Dhwani/images/SureshGopi_60.jpg,NEUTRAL
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_219.jpg,SADNESS
../IMFDB_final/AamairKhan/Dil/images/AmirKhan_30.jpg,NEUTRAL
../IMFDB_final/MadhuriDixit/Devdas/images/MadhuriDixit_16.jpg,HAPPINESS
../IMFDB_final/AkshayKumar/Misc/images/AkshayKumar_131.jpg,NEUTRAL
../IMFDB_final/Dr.Rajkumar/odahuttidavaru/images/Rajkumar_288.jpg,HAPPINESS
../IMFDB_final/AnupamKher/Misc/images/AnupamKher_171.jpg,SADNESS
../IMFDB_final/Relangi/Mayabaazar/images/Relangi_65.jpg,SADNESS
../IMFDB_final/Jayaprakash/JayamManadera/images/JayaPrakashReddy_79.jpg,ANGER
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_76.jpg,HAPPINESS
../IMFDB_final/RishiKapoor/Misc/images/RishiKapoor_82.jpg,NEUTRAL
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_132.jpg,SURPRISE
../IMFDB_final/Leelavathi/Misc/images/Leelavathi_108.jpg,SADNESS
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_83.jpg,HAPPINESS
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_160.jpg,ANGER
../IMFDB_final/Mallikarjunrao/HelloBrother/images/MalikarjunaRao_17.jpg,NEUTRAL
../IMFDB_final/Relangi/Missamma/images/Relangi_209.jpg,NEUTRAL
../IMFDB_final/M.S.Narayana/Pandaga/images/M.S.Narayana_13.jpg,DISGUST
../IMFDB_final/NTR/Gundammakatha/images/NTR_24.jpg,HAPPINESS
../IMFDB_final/AmrishPuri/Misc/images/AmrishPuri_199.jpg,HAPPINESS
../IMFDB_final/Relangi/Missamma/images/Relangi_186.jpg,ANGER
../IMFDB_final/Cochinhaneefa/MN/images/Cochinhaneefa_45.jpg,ANGER
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_408.jpg,DISGUST
../IMFDB_final/RameshArvind/Apthamithra/images/RameshArvind_110.jpg,HAPPINESS
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_82.jpg,SURPRISE
../IMFDB_final/Bharathi/Narasimham/images/Bharathi_37.jpg,NEUTRAL
../IMFDB_final/Savithri/Mayabaazar/images/Savithri_37.jpg,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_274.jpg,DISGUST
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_13.jpg,DISGUST
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_98.jpg,DISGUST
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_166.jpg,SADNESS
../IMFDB_final/MadhuriDixit/JamaiRaja/images/MadhuriDixit_4.jpg,NEUTRAL
../IMFDB_final/SharmilaTagore/ChupkeChupke/images/SharmilaTagore_21.jpg,HAPPINESS
../IMFDB_final/Jamuna/Gundammakatha/images/JAMUNA_227.jpg,HAPPINESS
../IMFDB_final/RamyaKrishna/HelloBrother/images/RamyaKrishna_59.jpg,SURPRISE
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_149.jpg,SADNESS
../IMFDB_final/RakheeGulzar/Misc/images/RakheeGulzar_144.jpg,NEUTRAL
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,NEUTRAL
../IMFDB_final/Madhavan/MydearMunnabhai/images/Madhavan_76.jpg,ANGER
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_309.jpg,SADNESS
../IMFDB_final/Tenniskrishna/Extras/images/tenniskrishna_85.jpg,NEUTRAL
../IMFDB_final/MadhuriDixit/Misc/images/MadhuriDixit_5.jpg,HAPPINESS
../IMFDB_final/NTR/Missamma/images/NTR_35.jpg,HAPPINESS
../IMFDB_final/Relangi/Missamma/images/Relangi_147.jpg,NEUTRAL
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_52.jpg,HAPPINESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_12.jpg,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_210.jpg,DISGUST
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_86.jpg,ANGER
../IMFDB_final/AnupamKher/Saaransh/images/AnupamKher_8.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_59.jpg,DISGUST
../IMFDB_final/Shashikumar/Yajamana/images/Shashikumar_161.jpg,HAPPINESS
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_74.jpg,NEUTRAL
../IMFDB_final/KareenaKapoor/3Idiots/images/Kareena_1.jpg,DISGUST
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_5.jpg,DISGUST
../IMFDB_final/Tenniskrishna/Extras/images/tenniskrishna_67.jpg,ANGER
../IMFDB_final/Rameshbhatt/Yajamana/images/Rameshbhatt_143.jpg,SADNESS
../IMFDB_final/JosePrakash/Kapalika/images/JosePrakash_68.jpg,HAPPINESS
../IMFDB_final/Vishnuvardhan/Yajamana/images/Vishnuvardhan_167.jpg,NEUTRAL
../IMFDB_final/PareshRaval/Misc/images/PareshRaval_180.jpg,NEUTRAL
../IMFDB_final/Tenniskrishna/Extras/images/tenniskrishna_174.jpg,NEUTRAL
../IMFDB_final/Trisha/Nuvvostanante_Nenoddantana/images/Trisha_85.jpg,FEAR
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_177.jpg,NEUTRAL
../IMFDB_final/RajeshKhanna/Anand/images/RajeshKhanna_240.jpg,DISGUST
../IMFDB_final/TanikellaBharani/JayamManadera/images/ThanikallaBarini_112.jpg,NEUTRAL
../IMFDB_final/M.S.Narayana/SardukupodamRandi/images/M.S.Narayana_50.jpg,DISGUST
../IMFDB_final/Prema/Yajamana/images/Prema_120.jpg,NEUTRAL
../IMFDB_final/Shashikumar/HenditiareHushar/images/ShashiKumar_23.jpg,HAPPINESS
../IMFDB_final/Shivaram/Yajamana/images/ShivaRam_102.jpg,NEUTRAL
../IMFDB_final/JosePrakash/Traffic/images/JosePrakash_13.jpg,HAPPINESS
../IMFDB_final/M.S.Narayana/SeemaSastry/images/MSNarayana_35.jpg,ANGER
../IMFDB_final/Brahmanandam/NamoVenkatesha/images/Brahmanadam_159.jpg,HAPPINESS
../IMFDB_final/Jayaprakash/Nuvvostanante_Nenoddantana/images/JayaPrakash_206.jpg,DISGUST
../IMFDB_final/VinodKhanna/Dabang2/images/VinodKhanna_24.jpg,SADNESS
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_57.jpg,NEUTRAL
../IMFDB_final/Cochinhaneefa/MN/images/Cochinhaneefa_13.jpg,ANGER
../IMFDB_final/HrithikRoshan/ZindagiNaMilegiDobara/images/HirtikRoshan_216.jpg,HAPPINESS
../IMFDB_final/JosePrakash/Kapalika/images/JosePrakash_35.jpg,SADNESS
../IMFDB_final/MadhuriDixit/HumApkeHaiKoun/images/MadhuriDixit_29.jpg,NEUTRAL
../IMFDB_final/Jayaprakash/NamoVenkatesha/images/JayaPrakash_90.jpg,DISGUST
../IMFDB_final/Avinash/Apthamithra/images/Avinash_21.jpg,NEUTRAL
../IMFDB_final/RamanaReddy/Gundammakatha/images/RamanaReddy_258.jpg,NEUTRAL
../IMFDB_final/Relangi/Missamma/images/Relangi_181.jpg,HAPPINESS
../IMFDB_final/SharmilaTagore/DilAurMohabbat/images/SharmilaTagore_52.jpg,DISGUST
../IMFDB_final/Vajramuni/Bahaddurgandu/images/Vajramuni_127.jpg,NEUTRAL
../IMFDB_final/AnilKapoor/Nayak/images/AnilKapoor_41.jpg,ANGER
../IMFDB_final/Venkatesh/JayamManadera/images/Venkatesh_95.jpg,HAPPINESS
../IMFDB_final/Brahmanandam/HelloBrother/images/Brahmanandam_28.jpg,FEAR
../IMFDB_final/Brahmanandam/JayamManadera/images/Brahmanandam_67.jpg,SADNESS
../IMFDB_final/Mammukoya/Gajarajayogam/images/Mamukkoya_2.jpg,DISGUST
../IMFDB_final/JosePrakash/Kapalika/images/JosePrakash_33.jpg,NEUTRAL
../IMFDB_final/AnilKapoor/Nayak/images/AnilKapoor_57.jpg,NEUTRAL
../IMFDB_final/AnupamKher/Misc/images/AnupamKher_11.jpg,HAPPINESS
../IMFDB_final/Cochinhaneefa/MN/images/Cochinhaneefa_51.jpg,HAPPINESS
